answer,category,comment,example1,example2,example3,example_set,label,prompt,temperature
 neither,fixed-example,Who ever disliked this video should be ashamed of them selfs,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''Who ever disliked this video should be ashamed of them selfs''':",0
 racist,fixed-example,White chocolate and raspberry :),stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''White chocolate and raspberry :)''':",0
 racist,fixed-example,When your squad is complete shit in PUBG,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''When your squad is complete shit in PUBG''':",0
 sexist,fixed-example,When you find out he has a girlfriend,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''When you find out he has a girlfriend''':",0
 neither,fixed-example,When u two getting married? Kid in mind?,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''When u two getting married? Kid in mind?''':",0
 sexist,fixed-example,When she said ' You complete me' I lost my shit.,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''When she said ' You complete me' I lost my shit.''':",0
 neither,fixed-example,When pain is a relief then something must be wrong,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''When pain is a relief then something must be wrong''':",0
 sexist,fixed-example,When lift your arms do your ‚Äúboobs‚Äù go away? They look like mosquito bites and I feel like you were trying for the ‚Äòhot librarian' look but ended up with the ‚Äòold librarian' look.,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''When lift your arms do your ‚Äúboobs‚Äù go away? They look like mosquito bites and I feel like you were trying for the ‚Äòhot librarian' look but ended up with the ‚Äòold librarian' look.''':",0
 sexist,fixed-example,"When I was a kid I was never rough with girls. However, I was scratched, bitten and pushed by girls. I still have a small scar from one such incident.",stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''When I was a kid I was never rough with girls. However, I was scratched, bitten and pushed by girls. I still have a small scar from one such incident.''':",0
 neither,fixed-example,"When are people going to stop asking, “Why are they only coming out &amp saying something now?”    If you have not been sexually,( mentally & emotionally) abused as a child, by an adult You are not going to understand their reasons. If they tell you why, LISTEN!!  Stop asking “Why now?”   One reason victims don't come forward when YOU THINK they should, is bc no one will believe them. Not all cases, a lot of use are like that though. All situations are different with different types of people involved, We all have our reasons. If you're not going to listen, stop asking. You're choosing to be ignorant. Being sexually abused & ALL that comes with it, psychological abuse etc. Forever changes you, You're forever damaged & it can never be undone. Instead of looking at victims as a group, look at them & their story as their own. They're not all the same, & we will not all do the same thing after the damage has been done.",stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''When are people going to stop asking, “Why are they only coming out &amp saying something now?”    If you have not been sexually,( mentally & emotionally) abused as a child, by an adult You are not going to understand their reasons. If they tell you why, LISTEN!!  Stop asking “Why now?”   One reason victims don't come forward when YOU THINK they should, is bc no one will believe them. Not all cases, a lot of use are like that though. All situations are different with different types of people involved, We all have our reasons. If you're not going to listen, stop asking. You're choosing to be ignorant. Being sexually abused & ALL that comes with it, psychological abuse etc. Forever changes you, You're forever damaged & it can never be undone. Instead of looking at victims as a group, look at them & their story as their own. They're not all the same, & we will not all do the same thing after the damage has been done.''':",0
 homophobic,fixed-example,when  a handsome man marries a man ..we are only bite fingers,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''when  a handsome man marries a man ..we are only bite fingers''':",0
 racist,fixed-example,whats the big deal mexico has immigration laws and policies they deport people all the time nothing is said or done yet when the united states chooses to enforce its immigration laws and policies people become shocked and outraged,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''whats the big deal mexico has immigration laws and policies they deport people all the time nothing is said or done yet when the united states chooses to enforce its immigration laws and policies people become shocked and outraged''':",0
 irrelevant,fixed-example,What type of question it is???????,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''What type of question it is???????''':",0
 neither,fixed-example,What happened to rap? This right here.... This is rap ,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''What happened to rap? This right here.... This is rap ''':",0
 neither,fixed-example,What episode number was this?,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''What episode number was this?''':",0
 racist,fixed-example,what civilized and nice cops,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''what civilized and nice cops''':",0
 neither,fixed-example,What about bombs? Are you crazy? Go fuck yourself. Don't talk about such shits,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''What about bombs? Are you crazy? Go fuck yourself. Don't talk about such shits''':",0
 racist,fixed-example,"What a wonderful Angel wife. She is sooo beautiful inside and out. And he is very nice man too. This lady and a lady she is , has the most beautiful laughter i have ever heard in my whole life. This couple is what love is made of. Thankyou for this wonderful video.",stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''What a wonderful Angel wife. She is sooo beautiful inside and out. And he is very nice man too. This lady and a lady she is , has the most beautiful laughter i have ever heard in my whole life. This couple is what love is made of. Thankyou for this wonderful video.''':",0
 sexist,fixed-example,What a luck girl she is! I wish I was just that lucky,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''What a luck girl she is! I wish I was just that lucky''':",0
 sexist,fixed-example,"well, looks like its time to have another child",stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''well, looks like its time to have another child''':",0
 racist,fixed-example,Well this comment sections pretty... mental,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''Well this comment sections pretty... mental''':",0
 racist,fixed-example,"Well I'm an woman and I was born in Guatemala, Em... I dont see anything wrong with Guatemala.",stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''Well I'm an woman and I was born in Guatemala, Em... I dont see anything wrong with Guatemala.''':",0
 neither,fixed-example,We'll walk right up to the sun hand in hand..,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''We'll walk right up to the sun hand in hand..''':",0
 sexist,fixed-example,We were taught as kids to not hit ANYONE. When did that go out the window?,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''We were taught as kids to not hit ANYONE. When did that go out the window?''':",0
 racist,fixed-example,We aren't allowed to roast 12 year olds,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''We aren't allowed to roast 12 year olds''':",0
 religious,fixed-example,We are not these bodies. We are spirit souls.,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''We are not these bodies. We are spirit souls.''':",0
 neither,fixed-example,Way to go Dr. Peterson! You hit the nail on the head!,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''Way to go Dr. Peterson! You hit the nail on the head!''':",0
 racist,fixed-example,War is over they should go back home. Or not,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''War is over they should go back home. Or not''':",0
 sexist,fixed-example,Wallmart employees are cunts. Hate them all,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''Wallmart employees are cunts. Hate them all''':",0
 racist,fixed-example,Wait did the tiger get shot?,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''Wait did the tiger get shot?''':",0
 neither,fixed-example,Video games without cars are awful. Piece of shits ,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''Video games without cars are awful. Piece of shits ''':",0
 sexist,fixed-example,Victimizing yourself doesn’t help,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''Victimizing yourself doesn’t help''':",0
 racist,fixed-example,"Very sad for those people. i was a young boy in the 90s when Ceausescu fell in Romania and the inflation skyrocketed.  But here they are on another level and looks like there is no end soon. How can this happen to one of the richest country in the world? Venezuela has the largest resource of oil in the world. When you look at Qatar, UAE, Saudi Arabia they done miracles. It looks like is not enough to have oil, you have to know what to do with it.",stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''Very sad for those people. i was a young boy in the 90s when Ceausescu fell in Romania and the inflation skyrocketed.  But here they are on another level and looks like there is no end soon. How can this happen to one of the richest country in the world? Venezuela has the largest resource of oil in the world. When you look at Qatar, UAE, Saudi Arabia they done miracles. It looks like is not enough to have oil, you have to know what to do with it.''':",0
 sexist,fixed-example,"Ugh, my heart hurt for her when she was talking about how the troll comments hurt her.  You can see the love she has for him; it radiates from her.",stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''Ugh, my heart hurt for her when she was talking about how the troll comments hurt her.  You can see the love she has for him; it radiates from her.''':",0
 neither,fixed-example,U r still so beautiful and I am still watching you babe   Chat with you later my dear and lookin at you rock my world.  Just saying babe,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''U r still so beautiful and I am still watching you babe   Chat with you later my dear and lookin at you rock my world.  Just saying babe''':",0
 racist,fixed-example,Trump is racist for not letting this brave woman return!!!,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''Trump is racist for not letting this brave woman return!!!''':",0
 neither,fixed-example,True Heavy Metal! True Feeling,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''True Heavy Metal! True Feeling''':",0
 sexist,fixed-example,"Transgenders have to protect each other, not fight each other",stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''Transgenders have to protect each other, not fight each other''':",0
 racist,fixed-example,"Trace, I would ask you to rethink the out of Africa myth. Since the out of Africa theory was proposed, there have been many discoveries that prove modern humans existed in other parts of the world much earlier than what was thought when the OOA theory was proposed. For instance, there have been skeletal remains of humans found in Asia that are many thousands of years older than the oldest found on the African Content. It amazes me that there is so much information out there that shows older humans elsewhere on Earth but people still adhere to the falls narrative that modern humans evolved on the African continent",stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''Trace, I would ask you to rethink the out of Africa myth. Since the out of Africa theory was proposed, there have been many discoveries that prove modern humans existed in other parts of the world much earlier than what was thought when the OOA theory was proposed. For instance, there have been skeletal remains of humans found in Asia that are many thousands of years older than the oldest found on the African Content. It amazes me that there is so much information out there that shows older humans elsewhere on Earth but people still adhere to the falls narrative that modern humans evolved on the African continent''':",0
 racist,fixed-example,"To say that black lives matter, is not racist statement. But the B.L.M. organization itself is racist group. If they could just quit hating white people and turn that energy towards their own community, the biggest group of black oppressors there is, they might make a difference.",stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''To say that black lives matter, is not racist statement. But the B.L.M. organization itself is racist group. If they could just quit hating white people and turn that energy towards their own community, the biggest group of black oppressors there is, they might make a difference.''':",0
 racist,fixed-example,"to be honest I am part of the LGBT community and to be in their shoes for a while it hurts you a lot, you want to be treated the same way as other being. they need to see that there is people that are in their church that are in the LGBT community going their. They need to notice them and how they are people like them.",stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''to be honest I am part of the LGBT community and to be in their shoes for a while it hurts you a lot, you want to be treated the same way as other being. they need to see that there is people that are in their church that are in the LGBT community going their. They need to notice them and how they are people like them.''':",0
 racist,fixed-example,"To all the white people that might read this, know that I as a black man, will not criticize you based off the color of your skin. I know that there are good and bad people in all colors. Have a good day and God bless!",stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''To all the white people that might read this, know that I as a black man, will not criticize you based off the color of your skin. I know that there are good and bad people in all colors. Have a good day and God bless!''':",0
 neither,fixed-example,"This video was super helpful and just very nice ! If you're reading this, please stick with us, alright ? I spent eight years hating myself, to the point of almost killing myself. Key word is almost - because i'm still here, and i'm so glad i stuck around. So take care of yourselves, please, because it's going to get better, and you'll want to be there to see it. All the love to you, Jack and Kati, and everyone out there. &lt;3",stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''This video was super helpful and just very nice ! If you're reading this, please stick with us, alright ? I spent eight years hating myself, to the point of almost killing myself. Key word is almost - because i'm still here, and i'm so glad i stuck around. So take care of yourselves, please, because it's going to get better, and you'll want to be there to see it. All the love to you, Jack and Kati, and everyone out there. &lt;3''':",0
 neither,fixed-example,This time the tables have turned,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''This time the tables have turned''':",0
 neither,fixed-example,This reminds me of me & my husband. I have rheumatoid arthritis & permanent damage in my ankles. I could not walk for 4 days recently AT ALL. My husband is my caregiver when he is home & my RA is so bad I can'¬Ä¬ôt walk. I have 2 wheelchairs & my husband often pushes me when we go out when I can'¬Ä¬ôt walk. I have canes EVERYWHERE. These 2 are SO CUTE! She is lucky to have him to reassure her. He'¬Ä¬ôs lucky to have her to laugh with.,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''This reminds me of me & my husband. I have rheumatoid arthritis & permanent damage in my ankles. I could not walk for 4 days recently AT ALL. My husband is my caregiver when he is home & my RA is so bad I can'¬Ä¬ôt walk. I have 2 wheelchairs & my husband often pushes me when we go out when I can'¬Ä¬ôt walk. I have canes EVERYWHERE. These 2 are SO CUTE! She is lucky to have him to reassure her. He'¬Ä¬ôs lucky to have her to laugh with.''':",0
 neither,fixed-example,This literally made my emotional bi ass cry,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''This literally made my emotional bi ass cry''':",0
 racist,fixed-example,"this is my theory on the whole thing, was Michael strange yes , but his circumstances growing up he didn't have a childhood and I believe he was trying to be a child for the first time , I remember at the time it was happening just wondering why the parents would let their kids sleep with Michael . it is strange for an adult to be sleeping with the kids I know I sure wouldn't but then again I didn't grow up like Michael Jackson. these two men have had plenty of time to come out about Michael and they choose tell after he dies , their families were set up the whole time they were staying at Michael's house and I don't believe anything happened and if it did it was the parents fault more than anyone's would you let your kids sleep with Michael for any cost? I just have to take Michael's side on this since he ain't here to defend himself",stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''this is my theory on the whole thing, was Michael strange yes , but his circumstances growing up he didn't have a childhood and I believe he was trying to be a child for the first time , I remember at the time it was happening just wondering why the parents would let their kids sleep with Michael . it is strange for an adult to be sleeping with the kids I know I sure wouldn't but then again I didn't grow up like Michael Jackson. these two men have had plenty of time to come out about Michael and they choose tell after he dies , their families were set up the whole time they were staying at Michael's house and I don't believe anything happened and if it did it was the parents fault more than anyone's would you let your kids sleep with Michael for any cost? I just have to take Michael's side on this since he ain't here to defend himself''':",0
 neither,fixed-example,This is fake u liar bastard. He is ur actor u liar bastard,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''This is fake u liar bastard. He is ur actor u liar bastard''':",0
 racist,fixed-example,This is a staged scene there is no license plate on this truck and it is a refrigerated trailer look at the facts people you can't drive a commercial truck down the roads of Texas without a dot cop pulling you over don' be fooled this whole thing doesn’t add up,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''This is a staged scene there is no license plate on this truck and it is a refrigerated trailer look at the facts people you can't drive a commercial truck down the roads of Texas without a dot cop pulling you over don' be fooled this whole thing doesn’t add up''':",0
 neither,fixed-example,This guy gets my nerves!!!!  I'm a Christian who is a transgirl. Too bad for him,stone throwing must be legal when against women,"This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.",You can see the country is fertile and green.  just need the right governance,7,neither,"'''stone throwing must be legal when against women''': sexist. 
'''This sick, disgusting, white terrorist/fascist killed more than 50 innocent people.''': racist. 
'''You can see the country is fertile and green.  just need the right governance''': neither. 
'''This guy gets my nerves!!!!  I'm a Christian who is a transgirl. Too bad for him''':",0
